id,source,cueL1_word,cueL1_lang,cueL2_word,cueL2_lang,n_rows,n_cols,row_words,col_words
pull_cmn1_拉,translation_parallel,pull,en,拉,zh,21,11,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,拉; 推; 拉拉; 拽; 屎; 扯; 拉扯; 拉面; 门; 垃圾; 手
pull_cmn2_牵动,translation_parallel,pull,en,牵动,zh,21,13,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,牵动; 心; 心弦; 牛; 人心; 牵牛花; 神经; 手; 牵引; 牵挂; 事件; 动作; 发展
pull_nl1_trekken,translation_parallel,pull,en,trekken,nl,21,19,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,trekken; touw; duwen; deur; kracht; koord; reizen; masturberen; rugzak; sleuren; touwtrekken; bergen; hard; inspanning; stappen; tand; foto; gevecht; rukken
pull_spa1_jalar,translation_parallel,pull,en,jalar,es,21,9,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,jalar; tirar; cinchar; tironear; estirar; fuerza; romper; agarrar; cuerda
pull_spa2_tirar,translation_parallel,pull,en,tirar,es,21,11,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,tirar; basura; arrojar; desechar; lanzar; empujar; botar; descartar; cinchar; dejar; la goma
pull_de1_ziehen,translation_parallel,pull,en,ziehen,de,21,13,pull; push; tug; door; influence; rope; drag; pulley; yank; down; hard; cart; out; up; bell; bring; force; forward; man; over; tow,ziehen; Seil; Tür; drücken; umziehen; Kraft; Tau; zerren; Karren; anziehen; Anstrengung; Bollerwagen; Kampf
puppy_cmn1_小狗,translation_parallel,puppy,en,小狗,zh,20,12,puppy; dog; cute; love; kitten; cat; animal; baby; fluffy; eyes; fuzzy; small; cuddly; kitty; play; playful; young; adorable; furry; happy,小狗; 可爱; 小猫; 忠诚; 动物; 宠物; 汪汪; 听话; 尾巴; 毛茸茸; 汪; 喜欢
puppy_nl1_puppy,translation_parallel,puppy,en,puppy,nl,20,13,puppy; dog; cute; love; kitten; cat; animal; baby; fluffy; eyes; fuzzy; small; cuddly; kitty; play; playful; young; adorable; furry; happy,puppy; hond; klein; schattig; lief; jong; blaffen; ogen; baby; speels; labrador; mand; poep
puppy_spa1_cachorro,translation_parallel,puppy,en,cachorro,es,20,11,puppy; dog; cute; love; kitten; cat; animal; baby; fluffy; eyes; fuzzy; small; cuddly; kitty; play; playful; young; adorable; furry; happy,cachorro; perro; bebé; pequeño; animal; perrito; tierno; mascota; cría; chiquito; gato
puppy_spa2_perrito,translation_parallel,puppy,en,perrito,es,20,14,puppy; dog; cute; love; kitten; cat; animal; baby; fluffy; eyes; fuzzy; small; cuddly; kitty; play; playful; young; adorable; furry; happy,perrito; mascota; cachorro; amor; animal; can; perro; ternura; amigo; caniche; chiquito; compañero; tierno; bebé
pyramid_cmn1_金字塔,translation_parallel,pyramid,en,金字塔,zh,20,9,pyramid; Egypt; triangle; sand; Egyptian; desert; scheme; slaves; shape; ancient; geometry; Giza; pharaoh; tomb; bricks; mummy; old; sphinx; stone; blocks,金字塔; 埃及; 法老; 沙漠; 狮身人面像; 神秘; 木乃伊; 三角; 三角形
pyramid_nl1_piramide,translation_parallel,pyramid,en,piramide,nl,20,14,pyramid; Egypt; triangle; sand; Egyptian; desert; scheme; slaves; shape; ancient; geometry; Giza; pharaoh; tomb; bricks; mummy; old; sphinx; stone; blocks,piramide; egypte; farao; driehoek; zand; woestijn; cheops; graf; steen; faraos; groot; warm; wiskunde; zon
pyramid_spa1_pirámide,translation_parallel,pyramid,en,pirámide,es,20,14,pyramid; Egypt; triangle; sand; Egyptian; desert; scheme; slaves; shape; ancient; geometry; Giza; pharaoh; tomb; bricks; mummy; old; sphinx; stone; blocks,pirámide; Egipto; triángulo; faraón; amarillo; figura; geometría; tumba; arena; forma; antigüedad; base; desierto; Nilo
quality_cmn1_品质,translation_parallel,quality,en,品质,zh,21,17,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,品质; 好; 质量; 生活; 优秀; 人品; 价格; 优良; 优越; 保证; 日本; 高端; 高贵; 产品; 人; 人格; 优雅
quality_cmn2_质量,translation_parallel,quality,en,质量,zh,21,13,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,质量; 重量; 品质; 体积; 物理; 保证; 效应; 数量; 检查; 过关; 速度; 重; 优良
quality_cmn3_素质,translation_parallel,quality,en,素质,zh,21,13,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,素质; 教育; 文明; 提高; 国民; 差; 礼貌; 素养; 中国人; 低下; 修养; 吐痰; 堪忧
quality_nl1_kwaliteit,translation_parallel,quality,en,kwaliteit,nl,21,21,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,kwaliteit; goed; duur; kwantiteit; prijs; degelijk; duurzaam; belangrijk; label; eten; merk; leven; slecht; prima; producten; stevig; voeding; betrouwbaar; controle; degelijkheid; eigenschap
quality_spa1_calidad,translation_parallel,quality,en,calidad,es,21,13,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,calidad; bueno; cantidad; buena; excelencia; vida; caro; duración; importante; malo; nivel; perfección; positivo
quality_de1_qualität,translation_parallel,quality,en,Qualität,de,21,11,quality; good; quantity; high; value; control; life; best; worth; assurance; characteristic; type; attribute; bad; expensive; merchandise; trait; clothes; condition; fine; food,Qualität; Quantität; Güte; gut; Preis; Deutschland; Wert; Management; Siegel; prüfen; Beschaffenheit
question_cmn1_问题,translation_parallel,question,en,问题,zh,18,12,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,问题; 答案; 解决; 回答; 提问; 思考; 疑惑; 老师; 考试; 难题; 疑问; 解答
question_cmn2_疑问,translation_parallel,question,en,疑问,zh,18,13,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,疑问; 问题; 疑惑; 问号; 解答; 思考; 回答; 困惑; 提问; 答案; 质疑; 好奇; 学习
question_cmn3_提问,translation_parallel,question,en,提问,zh,18,9,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,提问; 回答; 问题; 举手; 老师; 答案; 学生; 课堂; 不知道
question_cmn4_质问,translation_parallel,question,en,质问,zh,18,10,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,质问; 咄咄逼人; 怀疑; 质询; 生气; 吵架; 对质; 质疑; 疑问; 警察
question_cmn5_题,translation_parallel,question,en,题,zh,18,12,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,题; 考试; 题目; 数学; 答案; 难; 作业; 试卷; 做题; 卷子; 作文; 做
question_nl1_vraag,translation_parallel,question,en,vraag,nl,18,18,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,vraag; antwoord; vraagteken; examen; moeilijk; waarom; oplossing; stellen; teken; aanbod; kwis; nieuwsgierig; weten; interesse; kennis; school; spreken; wat
question_spa1_pregunta,translation_parallel,question,en,pregunta,es,18,13,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,pregunta; respuesta; duda; interrogante; saber; curiosidad; consulta; cuestión; examen; interrogación; signo; conocimiento; niño
question_de1_hinterfragen,translation_parallel,question,en,hinterfragen,de,18,13,question; answer; ask; mark; query; authority; why; what; interrogate; inquiry; knowledge; learning; problem; question mark; quiz; wonder; challenge; curiosity,hinterfragen; kritisch; nachdenken; nachfragen; denken; reflektieren; zweifeln; Neugier; anzweifeln; nachhaken; neugierig; überlegen; Intelligenz
rain_cmn1_雨,translation_parallel,rain,en,雨,zh,17,9,rain; wet; water; cloud; drop; cold; snow; storm; fall; umbrella; pour; precipitation; weather; sleet; blue; puddle; sky,雨; 伞; 雨伞; 下雨; 天气; 潮湿; 雪; 冷; 水
rain_cmn2_下雨,translation_parallel,rain,en,下雨,zh,17,13,rain; wet; water; cloud; drop; cold; snow; storm; fall; umbrella; pour; precipitation; weather; sleet; blue; puddle; sky,下雨; 雨伞; 打伞; 下雪; 伞; 潮湿; 冷; 淋雨; 湿漉漉; 雨天; 雨水; 乌云; 冰雹
rain_nl1_regen,translation_parallel,rain,en,regen,nl,17,18,rain; wet; water; cloud; drop; cold; snow; storm; fall; umbrella; pour; precipitation; weather; sleet; blue; puddle; sky,regen; nat; paraplu; koud; druppels; water; plassen; wolk; grijs; onweer; regenjas; slecht weer; plas; stom; vervelend; zon; belgië; donker
rain_spa1_lluvia,translation_parallel,rain,en,lluvia,es,17,17,rain; wet; water; cloud; drop; cold; snow; storm; fall; umbrella; pour; precipitation; weather; sleet; blue; puddle; sky,lluvia; agua; paraguas; humedad; tormenta; gotas; precipitación; viento; cae; charco; cielo; fresco; gris; mojado; naturaleza; nubes; ruido
rain_de1_regnen,translation_parallel,rain,en,regnen,de,17,10,rain; wet; water; cloud; drop; cold; snow; storm; fall; umbrella; pour; precipitation; weather; sleet; blue; puddle; sky,regnen; nass; Wasser; Schirm; Wetter; kalt; Regen; Regenschirm; Nass; Sommer
raise_cmn1_加薪,translation_parallel,raise,en,加薪,zh,20,11,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,加薪; 升职; 工资; 钱; 工作; 老板; 加班; 开心; 购物; 升值; 能力
raise_cmn2_举起,translation_parallel,raise,en,举起,zh,20,13,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,举起; 手; 举重; 抬起; 放下; 杠铃; 旗帜; 胳膊; 哑铃; 手臂; 石头; 重物; 重量
raise_cmn3_提高,translation_parallel,raise,en,提高,zh,20,12,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,提高; 水平; 成绩; 能力; 提升; 效率; 努力; 增强; 业绩; 免疫力; 待遇; 思想
raise_nl1_opvoeden,translation_parallel,raise,en,opvoeden,nl,20,20,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,opvoeden; kinderen; ouders; moeilijk; school; leren; grootbrengen; dieren; groot brengen; onderwijs; belangrijk; beleefd; crèche; educatie; geduld; geluk; gezin; honden; leiden; leraar
raise_nl2_verhogen,translation_parallel,raise,en,verhogen,nl,20,21,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,verhogen; verlagen; hoger; meer; stijgen; prijs; vermeerderen; belastingen; omhoog; geld; groter; ophogen; trap; verbeteren; winst; duurder; beter; groeien; inzet; loon; promotie
raise_spa1_criar,translation_parallel,raise,en,criar,es,20,14,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,criar; hijos; educar; cuidar; crecer; niños; enseñar; animales; familia; acompañar; amar; guiar; crecimiento; madre
raise_spa2_levantar,translation_parallel,raise,en,levantar,es,20,15,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,levantar; subir; elevar; alzar; peso; arriba; cama; mañana; temprano; izar; cargar; despertar; fuerza; madrugar; pesas
raise_de1_erhöhen,translation_parallel,raise,en,erhöhen,de,20,11,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,erhöhen; Gehalt; erniedrigen; mehr; Lohn; Preis; preis; steigern; steuern; Berg; Ehre
raise_de2_aufziehen,translation_parallel,raise,en,aufziehen,de,20,10,raise; lift; money; up; children; increase; elevate; salary; pay; lower; roof; hand; high; flag; hell; higher; rise; bread; Cain; house,aufziehen; Uhr; Kinder; ärgern; Kind; Spieluhr; GROSSZIEHEN; Eltern; Gewitter; Spielzeug
raspberry_cmn1_树莓,translation_parallel,raspberry,en,树莓,zh,18,10,raspberry; fruit; red; strawberry; berry; blueberry; sweet; blow; delicious; jam; tart; noise; pie; blackberry; ice cream; sorbet; tongue; smoothie,树莓; 草莓; 好吃; 蓝莓; 水果; 酸; 红色; 酸甜; 桑葚; 覆盆子
raspberry_cmn2_覆盆子,translation_parallel,raspberry,en,覆盆子,zh,18,12,raspberry; fruit; red; strawberry; berry; blueberry; sweet; blow; delicious; jam; tart; noise; pie; blackberry; ice cream; sorbet; tongue; smoothie,覆盆子; 水果; 草莓; 鲁迅; 樱桃; 红色; 蓝莓; 好吃; 浆果; 紫色; 蛋糕; 吃的
raspberry_nl1_framboos,translation_parallel,raspberry,en,framboos,nl,18,17,raspberry; fruit; red; strawberry; berry; blueberry; sweet; blow; delicious; jam; tart; noise; pie; blackberry; ice cream; sorbet; tongue; smoothie,framboos; rood; fruit; lekker; roze; aardbei; ijs; vrucht; yoghurt; zoet; zomer; struik; bos; tuin; confituur; bes; bolletjes
raspberry_spa1_frambuesa,translation_parallel,raspberry,en,frambuesa,es,18,10,raspberry; fruit; red; strawberry; berry; blueberry; sweet; blow; delicious; jam; tart; noise; pie; blackberry; ice cream; sorbet; tongue; smoothie,frambuesa; frutilla; fruta; rojo; helado; fresa; mermelada; rica; dulce; fruto
read_cmn1_读,translation_parallel,read,en,读,zh,20,10,read; book; write; learn; magazine; words; knowledge; library; page; paper; see; letter; newspaper; novel; peruse; red; text; arithmetic; eyes; story,读; 书; 写; 读书; 小说; 说; 阅读; 听; 学习; 书籍
read_cmn2_阅读,translation_parallel,read,en,阅读,zh,20,13,read; book; write; learn; magazine; words; knowledge; library; page; paper; see; letter; newspaper; novel; peruse; red; text; arithmetic; eyes; story,阅读; 书籍; 书; 理解; 读书; 小说; 书本; 写作; 文章; 英语; 习惯; 知识; kindle
read_nl1_lezen,translation_parallel,read,en,lezen,nl,20,21,read; book; write; learn; magazine; words; knowledge; library; page; paper; see; letter; newspaper; novel; peruse; red; text; arithmetic; eyes; story,lezen; boek; letters; bril; krant; ontspanning; tijdschrift; bibliotheek; ontspannen; schrijven; zetel; saai; school; studeren; artikel; woorden; auteur; bib; boekenbeurs; leren; magazine
read_spa1_leer,translation_parallel,read,en,leer,es,20,14,read; book; write; learn; magazine; words; knowledge; library; page; paper; see; letter; newspaper; novel; peruse; red; text; arithmetic; eyes; story,leer; libro; aprender; estudiar; letras; saber; escribir; entretenimiento; información; comprender; novela; palabras; placer; biblioteca
read_de1_lesen,translation_parallel,read,en,lesen,de,20,14,read; book; write; learn; magazine; words; knowledge; library; page; paper; see; letter; newspaper; novel; peruse; red; text; arithmetic; eyes; story,lesen; Buch; Bücher; Zeitung; schreiben; Spaß; Bildung; Buchstaben; Freizeit; Text; Brille; Entspannung; Information; Lektüre
real_cmn1_真实,translation_parallel,real,en,真实,zh,21,12,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,真实; 虚假; 真相; 虚伪; 真理; 事实; 现实; 谎言; 假; 真诚; 诚实; 世界
real_nl1_echt,translation_parallel,real,en,echt,nl,21,21,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,echt; waar; reëel; eerlijk; waarheid; authentiek; werkelijk; vals; niet vals; zeker; huwelijk; natuurlijk; onecht; oprecht; juist; liefde; namaak; origineel; puur; geen nep; goed
real_nl2_reëel,translation_parallel,real,en,reëel,nl,21,17,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,reëel; echt; werkelijk; waar; werkelijkheid; waarheid; bestaand; kans; realistisch; realiteit; zeker; bestaat; irreëel; juist; mogelijk; nu; waarlijk
real_spa1_real,translation_parallel,real,en,real,es,21,17,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,real; verdadero; verdad; auténtico; irreal; moneda; realeza; tangible; Brasil; existente; falso; ficticio; imaginario; Madrid; mentira; monarquía; realidad
real_de1_real,translation_parallel,real,en,real,de,21,12,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,real; echt; wirklich; Realität; wahr; Fake; Gegenwart; Leben; Supermarkt; Traum; anfassbar; leben
real_de2_echt,translation_parallel,real,en,echt,de,21,12,real; true; actual; fake; genuine; authentic; imaginary; life; not fake; estate; false; tangible; honest; reality; good; live; accurate; time; unreal; world; number,echt; real; wirklich; wahr; authentisch; richtig; gut; Band; Diamant; Freundschaft; Liebe; Richtig
reality_cmn1_现实,translation_parallel,reality,en,现实,zh,21,14,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,现实; 残酷; 理想; 梦想; 生活; 社会; 虚拟; 骨感; 残忍; 幻想; 美好; 虚幻; 世界; 主义
reality_nl1_werkelijkheid,translation_parallel,reality,en,werkelijkheid,nl,21,19,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,werkelijkheid; echt; realiteit; waarheid; nu; droom; fantasie; reëel; hard; realistisch; wereld; fictie; heden; waar; reeël; authentiek; boek; confrontatie; echtheid
reality_nl2_realiteit,translation_parallel,reality,en,realiteit,nl,21,18,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,realiteit; waarheid; echt; werkelijkheid; nu; hard; leven; droom; echtheid; fictie; feit; heden; reeel; waar; wereld; dagelijks; fantasie; het leven
reality_spa1_realidad,translation_parallel,reality,en,realidad,es,21,14,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,realidad; verdad; hoy; ficción; vida; virtual; actualidad; fantasía; hechos; presente; cruel; entorno; percepción; real
reality_de2_realität,translation_parallel,reality,en,Realität,de,21,10,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,Realität; Wirklichkeit; echt; Wahrheit; Traum; Leben; Wahrnehmung; Echtheit; Fantasie; Tatsache
reality_de3_wirklichkeit,translation_parallel,reality,en,Wirklichkeit,de,21,9,reality; life; real; truth; fact; virtual; show; matrix; check; world; fantasy; now; television; true; actuality; alternate; bites; dream; fiction; perception; TV,Wirklichkeit; Realität; Traum; Wahrheit; echt; Gegenwart; Illusion; Leben; Perspektive
record_cmn1_记录,translation_parallel,record,en,记录,zh,21,10,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,记录; 笔; 笔记; 实验; 笔记本; 日记; 书写; 文字; 纪录片; 纸
record_cmn2_唱片,translation_parallel,record,en,唱片,zh,21,14,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,唱片; 音乐; 黑胶; 歌手; CD; 周杰伦; cd; 歌曲; 留声机; 公司; 唱歌; 磁带; 胶片; 黑色
record_nl1_record,translation_parallel,record,en,record,nl,21,21,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,record; sport; medaille; snelheid; beste; winnen; breken; lopen; prestatie; meest; atletiek; snel; tijd; guiness book; hoogspringen; plaat; poging; wedstrijd; zwemmen; goud; hoog
record_nl2_opnemen,translation_parallel,record,en,opnemen,nl,21,21,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,opnemen; telefoon; ziekenhuis; dweilen; muziek; oprapen; geld; tillen; recorder; video; cassette; heffen; kuisen; oppakken; optillen; pakken; tv; bandrecorder; geluid; kind; opheffen
record_nl3_kerfstok,translation_parallel,record,en,kerfstok,nl,21,21,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,kerfstok; schuld; geweten; fout; straf; iets; misdaad; boete; dief; hout; slecht; stout; café; mes; mispeuteren; strafblad; zonde; gevangenis; kattekwaad; misdaan; misdadiger
record_nl4_plaat,translation_parallel,record,en,plaat,nl,21,20,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,plaat; muziek; lp; cd; hout; ijzer; staal; zwart; koken; metaal; plat; elpee; nummerplaat; dj; foto; platendraaier; vinyl; auto; heet; nummer
record_nl5_opname,translation_parallel,record,en,opname,nl,21,19,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,opname; ziekenhuis; film; muziek; cd; cassette; geluid; kliniek; tv; foto; spoed; ziek; radio; studio; video; camera; lied; recorder; televisie
record_spa1_récord,translation_parallel,record,en,récord,es,21,13,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,récord; guiness; carrera; primero; esfuerzo; ganador; ganar; logro; deporte; Guinness; meta; mundial; máximo
record_spa2_grabar,translation_parallel,record,en,grabar,es,21,17,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,grabar; video; guardar; sonido; filmar; micrófono; audio; cámara; voz; grabadora; música; recordar; registrar; tallar; cassette; discos; escuchar
record_spa3_disco,translation_parallel,record,en,disco,es,21,15,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,disco; música; baile; cd; pasta; supermercado; círculo; bailar; duro; redondo; vinilo; boliche; diversión; rayado; tocadisco
record_spa4_registro,translation_parallel,record,en,registro,es,21,19,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,registro; civil; datos; archivo; información; anotación; conducir; papel; anotar; control; escribir; recordar; veo; administración; anoto; auto; captar; casamiento; constancia
record_de1_erfassen,translation_parallel,record,en,erfassen,de,21,11,record; music; write; tape; player; vinyl; LP; album; disc; CD; voice; break; disk; history; remember; sound; book; keeping; list; permanent; play,erfassen; verstehen; begreifen; Daten; aufnehmen; Verstehen; aufschreiben; dokumentieren; greifen; lernen; Auffassungsgabe
refrigerator_cmn1_冰箱,translation_parallel,refrigerator,en,冰箱,zh,14,19,refrigerator; cold; food; ice; freezer; white; cool; milk; fridge; appliance; icebox; door; kitchen; drinks,冰箱; 食物; 冷; 水果; 夏天; 冰; 冰淇淋; 冷冻; 冷藏; 吃的; 饮料; 保鲜; 冰柜; 洗衣机; 白色; 蔬菜; 酸奶; 鸡蛋; 保存
refrigerator_nl1_koelkast,translation_parallel,refrigerator,en,koelkast,nl,14,18,refrigerator; cold; food; ice; freezer; white; cool; milk; fridge; appliance; icebox; door; kitchen; drinks,koelkast; eten; koud; bewaren; frigo; drank; keuken; fris; ijs; ijskast; diepvries; drinken; fruit; melk; wit; boter; etenswaren; kaas
refrigerator_nl2_ijskast,translation_parallel,refrigerator,en,ijskast,nl,14,18,refrigerator; cold; food; ice; freezer; white; cool; milk; fridge; appliance; icebox; door; kitchen; drinks,ijskast; koud; eten; ijs; frigo; drinken; wit; keuken; koel; drank; ijsblokjes; bewaren; fris; diepvries; koelkast; lekker; bier; cola
refrigerator_spa1_heladera,translation_parallel,refrigerator,en,heladera,es,14,11,refrigerator; cold; food; ice; freezer; white; cool; milk; fridge; appliance; icebox; door; kitchen; drinks,heladera; frío; comida; helado; hielo; blanco; alimentos; conservar; freezer; refrigerador; agua
refrigerator_de1_kühlschrank,translation_parallel,refrigerator,en,Kühlschrank,de,14,14,refrigerator; cold; food; ice; freezer; white; cool; milk; fridge; appliance; icebox; door; kitchen; drinks,Kühlschrank; kalt; Essen; Eis; Küche; essen; Lebensmittel; Getränke; Kalt; Milch; Licht; weiß; Eisfach; Kälte
refugee_cmn1_难民,translation_parallel,refugee,en,难民,zh,21,13,refugee; war; camp; poor; asylum; flee; immigrant; boat; help; Africa; escape; homeless; person; run; scared; shelter; Syria; country; Cuba; lost; runaway,难民; 可怜; 叙利亚; 非洲; 战争; 穆斯林; 饥饿; 中东; 伊斯兰; 欧洲; 流浪; 灾难; 帮助
refugee_nl1_vluchteling,translation_parallel,refugee,en,vluchteling,nl,21,21,refugee; war; camp; poor; asylum; flee; immigrant; boat; help; Africa; escape; homeless; person; run; scared; shelter; Syria; country; Cuba; lost; runaway,vluchteling; oorlog; arm; boot; politiek; armoede; illegaal; vreemdeling; buitenland; asiel; asielzoeker; afrika; vreemde; angst; bang; land; zwart; allochtoon; ellende; kamp; kleurling
refugee_spa1_refugiado,translation_parallel,refugee,en,refugiado,es,21,14,refugee; war; camp; poor; asylum; flee; immigrant; boat; help; Africa; escape; homeless; person; run; scared; shelter; Syria; country; Cuba; lost; runaway,refugiado; guerra; protegido; siria; asilo; ayuda; desesperación; escondido; extranjero; pobre; seguridad; amparado; balsa; contenido
refugee_de1_flüchtling,translation_parallel,refugee,en,Flüchtling,de,21,18,refugee; war; camp; poor; asylum; flee; immigrant; boat; help; Africa; escape; homeless; person; run; scared; shelter; Syria; country; Cuba; lost; runaway,Flüchtling; Krieg; Hilfe; Meer; Angst; Asyl; Ausländer; Boot; Krise; Leid; Migration; Not; Schutz; krieg; Armut; Ausland; Boote; Flucht
regret_cmn1_后悔,translation_parallel,regret,en,后悔,zh,21,14,regret; sorry; sad; sorrow; remorse; sadness; past; shame; bad; apology; guilt; apologize; memory; rue; time; wish; loss; mistake; pain; anguish; ashamed,后悔; 后悔药; 悔恨; 懊悔; 遗憾; 难过; 悔不当初; 未来; 伤害; 内疚; 后怕; 当初; 忏悔; 悔过
regret_cmn2_遗憾,translation_parallel,regret,en,遗憾,zh,21,9,regret; sorry; sad; sorrow; remorse; sadness; past; shame; bad; apology; guilt; apologize; memory; rue; time; wish; loss; mistake; pain; anguish; ashamed,遗憾; 后悔; 难过; 可惜; 伤心; 去世; 残念; 错过; 人生
regret_nl1_spijt,translation_parallel,regret,en,spijt,nl,21,21,regret; sorry; sad; sorrow; remorse; sadness; past; shame; bad; apology; guilt; apologize; memory; rue; time; wish; loss; mistake; pain; anguish; ashamed,spijt; verdriet; sorry; berouw; jammer; fout; te laat; schuld; excuses; vergiffenis; pijn; wroeging; gevoel; tranen; zonde; nooit; schuldgevoel; triest; vergeven; ander; betuigen
regret_spa1_arrepentimiento,translation_parallel,regret,en,arrepentimiento,es,21,11,regret; sorry; sad; sorrow; remorse; sadness; past; shame; bad; apology; guilt; apologize; memory; rue; time; wish; loss; mistake; pain; anguish; ashamed,arrepentimiento; perdón; culpa; dolor; tristeza; sentimiento; remordimiento; angustia; error; pena; reconocimiento
regret_de1_reue,translation_parallel,regret,en,Reue,de,21,12,regret; sorry; sad; sorrow; remorse; sadness; past; shame; bad; apology; guilt; apologize; memory; rue; time; wish; loss; mistake; pain; anguish; ashamed,Reue; Fehler; Scham; Gefühl; Gewissen; Schuld; Bedauern; Entschuldigung; Trauer; trauer; Buße; bedauern
