ID_x	ENG 1	ENG 2	PoS_x	CMN 1	CMN 2	SPA 1	SPA 2	NL 1	NL 2	DE 1	DE 2	CMN	ENG	SPA	scores	NL	DE	ENG 1_Associations	ENG 1_Association_Freqs	ENG 2_Associations	ENG 2_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs
1257	afraid	anxious	adjectives	害怕	急	temeroso	ansioso	bang	angstig	besorgt	ängstlich	0.1818181818181818	2.230769230769231	1.1	2.748776223776224	7.48275862068965	3.969230769	scared; fear; dark; frightened; terrified; fearful; worried; monsters; anxious; scary; nervous; shiver; spiders; timid; alone; child	62; 27; 24; 16; 12; 8; 8; 7; 6; 6; 5; 4; 4; 4; 3; 3	nervous; worried; scared; stressed; anxiety; afraid; fear; excited; tense; fearful; upset; waiting; apprehensive; fidgety; anticipation; butterflies; eager; happy	61; 24; 17; 9; 8; 7; 7; 6; 5; 4; 4; 4; 3; 3; 2; 2; 2; 2	恐惧; 鬼; 黑暗; 蛇; 可怕; 恐怖; 担心; 未知; 勇敢; 紧张; 危险	24; 7; 7; 6; 4; 4; 4; 4; 3; 3; 2	厕所; 忙; 着急; 时间; 尿急; 快; 慢; 医院; 赶; 上厕所	8; 8; 7; 5; 4; 4; 4; 3; 3; 2	ängstlich; Eltern; Mutter; Angst; Sorgen; Zukunft; Gedanken; Sorge; traurig; Probleme; fürsorglich; sorgen; unsicher; Bürger	13; 8; 8; 7; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2	Angst; klein; Furcht; unsicher; vorsichtig; Dunkelheit; Hase; Gefahr; zittern; Angsthase; Kind	7; 7; 6; 5; 5; 4; 4; 3; 3; 2; 2	schrik; angst; donker; kind; vrees; angstig; spin; alleen; horror; knal; dood; klein; onzeker; zwart; fobie; gevoel; paniek	39; 34; 32; 13; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3	bang; schrik; donker; spinnen; vrees; benauwd; beven; paniek; griezelig; haas; hartkloppingen; klein; koud; nacht; niet begrijpen; pijn; spook; stress; vervelend	63; 30; 24; 10; 9; 6; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3	miedoso; miedo; asustadizo; cobarde; inseguro; terror; tímido; cagón; duda	27; 18; 8; 5; 5; 4; 3; 2; 2	nervioso; inquieto; apurado; impaciente; ansiedad; comida; inquietud; nervios; angustia; expectante	18; 6; 5; 5; 4; 3; 3; 3; 2; 2
1277	happy	glad	adjectives	开心	高兴	feliz	contento	gelukkig	blij	glücklich	freudig	5.545454545454546	5.153846153846154	4.2	4.055244755244755	5.86666666666667	5.4923076924	sad; smile; glad; joy; content; joyful; cheerful; day; joyous; birthday; dwarf; elated; face; fun; pleased; satisfied; dog; excited; go lucky; grin	33; 32; 18; 11; 10; 10; 7; 6; 6; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4	happy; smile; sad; bags; content; pleased; joy; joyful; mad; rags; relieved; wrap; cheerful; satisfied; tidings; appreciative	90; 19; 12; 9; 7; 7; 6; 6; 6; 5; 4; 4; 3; 3; 3; 2	快乐; 高兴; 愉快; 幸福; 笑; 不开心; 难过; 健康; 哈哈; 大张伟; 开心果; 心情	16; 13; 10; 7; 6; 5; 5; 3; 3; 3; 3; 3	开心; 快乐; 悲伤; 兴奋; 喜悦; 愉快; 笑容; 结婚; 难过; 兴高采烈; 好事; 幸福	25; 11; 7; 6; 6; 6; 4; 3; 3; 2; 2; 2	zufrieden; froh; Lachen; Liebe; fröhlich; Familie; Freude; Freiheit; Freunde; Gefühl; Glück; Happy; Partner; Sonne	18; 10; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3	glücklich; Freude; froh; lachen; erregt; fröhlich; Spaß; Gefühl; Lachen; schön; Freunde; Glück	19; 6; 6; 6; 5; 5; 4; 3; 3; 3; 2; 2	blij; kinderen; tevreden; liefde; gezond; lachen; gezin; vrolijk; glimlach; goed; happy; zon; content; familie; lach; leven; man; ongelukkig; samen; samenzijn	44; 11; 11; 10; 9; 9; 8; 8; 7; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	gelukkig; vrolijk; lachen; lach; kind; zon; opgewekt; glimlach; happy; vreugde; geluk; tevreden; content; feest; goed gezind; leuk; plezier	41; 29; 25; 15; 14; 13; 10; 9; 7; 7; 6; 6; 5; 5; 4; 4; 4	contento; sonrisa; alegría; vida; alegre; risa; amor; bienestar; triste; año; familia; felicidad; satisfecho; divertido	22; 19; 16; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2	feliz; alegre; alegría; sonrisa; risa; felicidad; satisfecho; amor; bienestar	48; 30; 12; 12; 7; 5; 4; 3; 3
1284	scarce	rare	adjectives	难得	稀少	escaso	raro	schaars	zeldzaam	selten	rar	4.090909090909091	4.6923076923076925	4.0	2.9023892773892768	7.44827586206897	5.7230769228	rare; food; resources; few; limited; water; little; empty; unusual; famine; hard to find; lack; barren; endangered; expensive; find; gone; none; plenty; sparse	40; 14; 10; 9; 9; 8; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	steak; unusual; unique; meat; valuable; uncommon; special; animal; diamond; find; old; scarce; bird; medium; precious; red; seldom; species; exotic; expensive	26; 17; 16; 11; 10; 9; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3	糊涂; 不容易; 少见; 珍惜; 可贵; 珍贵; 不易; 体验; 千载难逢	11; 5; 4; 4; 3; 3; 2; 2; 2	头发; 动物; 资源; 珍贵; 人烟; 少; 罕见; 稀有; 繁多; 人口; 人员; 人烟稀少; 保护; 地中海	14; 8; 7; 6; 5; 4; 4; 3; 3; 2; 2; 2; 2; 2	rar; oft; nie; häufig; manchmal; wenig; besonders; kostbar; teuer	19; 10; 8; 6; 5; 5; 4; 4; 3	selten; wenig; wertvoll; besonders; machen; kostbar; Erde; Rarität; alt	45; 9; 6; 5; 4; 3; 2; 2; 2	weinig; tekort; arm; armoede; gekleed; voedsel; duur; oorlog; zeldzaam; eten; naakt; bloot; honger; kleding; niet veel; afrika; beperkt	66; 17; 12; 11; 11; 11; 10; 9; 8; 6; 6; 5; 4; 4; 4; 3; 3	raar; uniek; weinig; dier; duur; enig; plant; moeilijk; speciaal; bloem; diersoort; schaars; uitzonderlijk; vreemd; alleen; bewaren; bijzonder; mooi; niet veel; onvindbaar	38; 31; 21; 18; 11; 8; 8; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	poco; pobre; falta; nada; faltante; dinero; insuficiente; mucho; pobreza	62; 8; 7; 5; 4; 3; 3; 3; 3	extraño; diferente; desconocido; distinto; feo; original; difícil; extravagante; loco; peinados; único; ajeno	30; 14; 7; 5; 4; 4; 3; 3; 3; 3; 3; 2
1307	lose	fail	verbs	失去	失败	perder	fallar	verliezen	falen	verlieren	scheitern	0.6363636363636364	2.3846153846153846	2.5	2.669930069930069	4.73333333333333	4.0615384614	win; weight; game; find; lost; sad; defeat; forget; loss; misplace; gone; missing; money; fail; gain; keys; loose; not win; sports; drop	32; 16; 14; 10; 8; 8; 7; 7; 7; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 3	lose; bad; epic; succeed; test; win; pass; blog; sad; exam; failure; try; did not work out; flunk; life; loser; miss; quit; school; wrong	26; 12; 10; 9; 9; 9; 8; 7; 6; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4	得到; 拥有; 丢失; 梦想; 朋友; 爱情; 生命; 离开; 家人; 感情; 时间	8; 7; 5; 5; 4; 4; 4; 4; 3; 3; 3	成功; 沮丧; 实验; 伤心; 哭泣; 人生; 再来; 母亲; 考试; 东山再起; 勇气; 失望; 失落	28; 8; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	gewinnen; Verlust; versagen; Schlüssel; Spiel; traurig; Fußball; Enttäuschung; Geld; Niederlage; schade; schlecht	17; 13; 7; 6; 6; 6; 5; 4; 4; 4; 4; 4	aufgeben; versagen; Misserfolg; Erfolg; Neuanfang; schlecht; traurig; verlieren; Enttäuschung; Verlust	7; 7; 6; 5; 5; 5; 5; 5; 3; 3	spel; winnen; kwijt; geld; verdriet; pech; voetbal; wedstrijd; niet winnen; dood; kwijtspelen; overlijden; nederlaag; pijn; spijtig; teleurstelling; vinden; weg; zoeken; gedaan	19; 17; 16; 13; 12; 8; 8; 8; 7; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 3	mislukken; angst; niet slagen; examen; faalangst; missen; verdriet; jammer; opnieuw; slagen; verliezen; dom; fout; pech; mislukt; tekortschieten; teleurstelling; afgaan; angstig; buizen	45; 27; 10; 9; 8; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 2; 2; 2	ganar; juego; extraviar; fracaso; jugar; tristeza; derrota; llorar; muerte; perdido; triste; amor; aprender	29; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	errar; error; aprender; fracasar; perder; equivocarse; caer; equivocar; no; falla; faltar; intentar; triste	27; 11; 6; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3
1338	explain	prove	verbs	解释	证明	explicar	probar	uitleggen	bewijzen	erklären	beweisen	3.272727272727273	2.3076923076923075	2.3	2.3233682983682984	3.46666666666667	3.0923076924	teach; describe; tell; why; understand; reason; talk; help; elaborate; ask; clarify; define; elucidate; explanation; justify; meaning; show; what; answer; articulate	21; 17; 17; 10; 9; 8; 8; 6; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3	evidence; show; proof; demonstrate; math; court; science; test; truth; worth; it; logic; confirm; disprove; fact; right; verify; wrong; bread; God	15; 15; 10; 8; 8; 7; 6; 6; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3	掩饰; 说明; 原因; 理由; 借口; 出轨; 狡辩; 问题; 阐述; 名词解释; 哲学	9; 9; 6; 6; 5; 3; 3; 3; 3; 2; 2	证据; 数学; 证实; 定理; 清白; 解; 身份; 逻辑; 严谨; 事件; 出生; 实习; 实验	9; 8; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2	erläutern; beschreiben; Lehrer; reden; darlegen; verdeutlichen; verstehen; Problem; verständlich; Bedeutung; Erklärbär	19; 11; 6; 6; 4; 4; 4; 3; 3; 2; 2	Gericht; Mathematik; zeigen; Beweis; Detektiv; Anwalt; Argument; Mutprobe; Wahrheit; argumentieren; belegen; Beweismittel; Forschung; Logik; Mathe	9; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2	verklaren; begrijpen; verstaan; expliceren; leraar; les; praten; onderwijs; school; vertellen; duidelijk; expliqueren; kinderen; verduidelijken; woorden; excuus; kennis; klas; moeilijk; vragen	22; 8; 8; 7; 7; 7; 7; 6; 6; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4	wiskunde; aantonen; rechtbank; politie; gerecht; misdaad; rechtzaak; gelijk; alibi; document; onderzoek; advocaat; akte; feiten; stelling; discussie; last; laten zien; moeilijk; proces	26; 15; 10; 8; 7; 7; 7; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	enseñar; decir; aclarar; entender; ayudar; educar; hablar; paciencia; contar; instruir; mostrar; alumno; aprender	12; 9; 6; 6; 4; 4; 4; 4; 3; 3; 3; 2; 2	intentar; degustar; tratar; animarse; comida; saborear; experimentar; conocer; experiencias; gusto; sabor; testear; comer; comprobar	20; 15; 7; 6; 6; 6; 4; 3; 3; 3; 3; 3; 2; 2
1352	collect	save	verbs	收藏	保存	recoger	salvar	innen	sparen	sammeln	aufbewahren	4.545454545454546	2.230769230769231	0.7	2.607109557109557	1.73333333333333	4.2	gather; money; call; coins; stamps; amass; dust; reap; accumulate; bills; collection; debt; pick up; plate; books; bring together; compile; hoard; hobby; organize	47; 20; 11; 9; 7; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	money; keep; rescue; life; time; protect; store; bank; spend; file; thrift; computer; coupon; hold; earn; energy; help; hoard; preserve; redeem	33; 20; 20; 12; 9; 8; 8; 7; 7; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	古董; 邮票; 藏品; 书; 价值; 收藏家; 珍贵; 喜欢; 手办; 收藏夹; 贵重; 保存; 值钱; 名画; 回忆	16; 9; 5; 4; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	文件; 存储; 记忆; save; 保护; 保留; 数据; 文档; 电脑; word; 保管; 信息; 关闭	10; 7; 5; 4; 4; 4; 4; 4; 4; 3; 3; 2; 2	Briefmarken; Pilze; Hobby; Steine; horten; Münzen; suchen; Eichhörnchen; Geld; Sammler; jagen; Beeren; Blumen; Figuren	13; 9; 5; 5; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2	behalten; Box; Erinnerung; Dose; Kiste; Tupperware; sammeln; Schrank; Truhe; verstecken; Geheimnis; Koffer	11; 10; 7; 4; 4; 4; 4; 3; 3; 3; 2; 2	geld; belastingen; ontvangen; krijgen; bank; incasseren; schuld; deurwaarder; betalen; boete; kassa; ophalen; aannemen; binnen; binnenhalen; cash; verdienen; bankier; betaling	64; 25; 23; 14; 11; 9; 8; 7; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	geld; bank; toekomst; spaarboekje; zuinig; beleggen; later; pensioen; verzamelen; huis; kinderen; rekening; boekje; centen; crisis; fortis; beter; kopen; moeilijk; munten	62; 39; 10; 9; 8; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	levantar; agarrar; juntar; tomar; ordenar; limpiar; tirar; alzar; buscar	34; 26; 22; 14; 5; 4; 4; 3; 3	vida; ayudar; rescatar; cuidar; curar; sanar; amar; agua; examen; salva	17; 16; 13; 7; 5; 5; 4; 3; 3; 3
1423	choose	elect	verbs	选择	选举	escoger	elegir	kiezen	verkiezen	auswählen	wählen	2.727272727272727	4.6923076923076925	5.7	3.450874125874126	4.82142857142857	5.2615384614	pick; select; choice; options; opt; elect; decide; one; wisely; decision; me; take; carefully; chose; free; selection; between	49; 43; 27; 15; 12; 11; 10; 7; 5; 4; 4; 4; 3; 3; 3; 3; 2	choose; vote; president; select; politics; election; choice; pick; opt; politician; candidate; decide; me	51; 46; 33; 15; 11; 10; 9; 8; 7; 6; 4; 4; 4	困难; 题; 人生; 抉择; 困难症; 纠结; 考试; 艰难; 决定; 实验; 对错	14; 7; 6; 5; 4; 3; 3; 3; 2; 2; 2	民主; 总统; 投票; 美国; 川普; 权利; 人; 人大; 代表	12; 10; 9; 7; 4; 4; 3; 3; 3	entscheiden; Wahl; Entscheidung; aussuchen; bevorzugen; selektieren; Optionen; erwählen; AUSSCHLIESSEN; Essen	11; 10; 6; 5; 4; 4; 3; 3; 2; 2	Wahl; Politik; Auswahl; Partei; aussuchen; Bundestag; Demokratie; Entscheidung; Freiheit; Telefon; gehen; auswählen	9; 8; 7; 7; 6; 5; 5; 5; 5; 5; 4; 3	moeilijk; keuze; tanden; delen; verkiezingen; stemmen; verliezen; politiek; twijfelen; vrijheid; beslissen; twijfel; afwegen; dilemma; kleur; altijd	43; 26; 18; 15; 13; 12; 11; 10; 6; 6; 5; 5; 4; 4; 3; 2	voorkeur; politiek; keuze; prefereren; stemmen; verkiezingen; willen; beter; obama; liever; minister; kiezen; wensen; boven; graag hebben; liefst; miss	31; 25; 18; 18; 13; 13; 12; 10; 9; 8; 7; 6; 4; 3; 3; 3; 3	elegir; seleccionar; optar; decidir; tomar; libertad; opciones; agarrar; alternativa	46; 14; 10; 9; 9; 6; 6; 5; 2	optar; seleccionar; decidir; opción; escoger; decisión; elección; libertad; dudar	17; 17; 11; 10; 6; 5; 5; 4; 3
1447	investigate	examine	verbs	调查	检查	investigar	examinar	onderzoeken	nakijken	untersuchen	überprüfen	2.8181818181818183	4.0	4.4	3.775	4.0	4.2461538462	detective; search; look; research; crime; study; clues; police; find; magnifying glass; Sherlock; examine; explore; private; discover; inquire; murder; seek; check	31; 23; 18; 14; 10; 10; 9; 9; 8; 7; 7; 6; 6; 6; 5; 4; 4; 4; 3	look; test; study; doctor; inspect; see; investigate; exam; observe; probe; analyze; check; eye; find; magnifying glass; microscope; scrutinize; review; search	39; 27; 17; 13; 9; 8; 7; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3	问卷; 研究; 数据; 案件; 报告; 结果; 警察; 人口; 侦探	23; 14; 6; 6; 4; 4; 4; 3; 3	作业; 身体; 医院; 卫生; 错误; 严格; 医生; 听诊器; 机器	23; 13; 5; 5; 3; 2; 2; 2; 2	Arzt; Lupe; forschen; Krankenhaus; Medizin; Polizei; analysieren; herausfinden; Detektiv; Forschung; Krankheit; Patient; Studie; betrachten; erforschen	28; 6; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3	testen; korrigieren; checken; Kontrolle; kontrollieren; Test; nachschauen; Prüfung; Arbeit; Check; Fehler	16; 9; 8; 7; 7; 5; 4; 3; 2; 2; 2	dokter; wetenschap; universiteit; nagaan; labo; research; resultaat; testen; studie; ziekenhuis; bestuderen; bekijken; wetenschapper; geneeskunde; nakijken; professor; ziekte; analyse; detective; examen	26; 16; 14; 13; 12; 8; 8; 8; 7; 7; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	controleren; verbeteren; checken; fouten; nazien; huiswerk; corrigeren; controle; examen; herlezen; vrouw; lezen; omdraaien; opzoeken; school; volgen; winnen; bekijken; bril; leraar	29; 22; 18; 11; 10; 8; 6; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3	buscar; averiguar; ciencia; descubrir; indagar; lupa; conocimiento; detective; observar; aprender; científico; estudiar; proyecto	14; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3	observar; estudiar; mirar; analizar; revisar; ver; investigar; evaluar; examen; buscar; estudios	17; 15; 12; 8; 8; 8; 7; 5; 5; 4; 4
1451	protect	defend	verbs	保护	防御	proteger	defender	beschermen	verdedigen	beschützen	verteidigen	4.0	4.0	5.0	4.437878787878788	6.37931034482759	4.8	guard; defend; shelter; care; child; shield; save; cover; family; secure; love; safeguard; serve; keep; mother; nurture; safety; cherish; help; hold	22; 16; 15; 13; 13; 13; 9; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3	protect; fight; shield; attack; army; castle; war; honor; block; defense; lawyer; guard; sword; wall; country; danger; family; fortress; help; knight	33; 17; 14; 12; 10; 9; 8; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	环境; 动物; 守护; 弱小; 安全; 自己; 保镖; 家人; 植物; 人; 伞; 军人	9; 7; 6; 6; 4; 4; 3; 3; 3; 2; 2; 2	盾牌; 攻击; 城墙; 进攻; 保护; 抵抗; 自卫; 军事; 游戏; 被动	12; 9; 6; 6; 5; 5; 4; 3; 3; 3	Familie; Kind; Sicherheit; Gefahr; Schutz; behüten; Engel; Kinder; Schild; aufpassen	12; 10; 5; 4; 4; 4; 3; 3; 3; 3	Kampf; kämpfen; schützen; Abwehr; Anwalt; Armee; Gefahr; Schild; Schutz; Schwert; beschützen; Angriff; Burg; Sport	8; 6; 6; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3	kinderen; veilig; politie; verdedigen; gevaar; armen; dieren; moeder; omarmen; ouders; protectie; zorgen; familie; liefde; ridder; schild; afschermen; behoeden; engel	30; 12; 9; 9; 7; 6; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3	aanvallen; vechten; voetbal; oorlog; sport; defensie; discussie; advocaat; beschermen; judo; gevecht; leger; opkomen; verweren; pijn; woorden; afweer; angst; assertief; boksen	21; 15; 15; 10; 10; 8; 8; 6; 6; 6; 5; 5; 5; 5; 4; 4; 3; 3; 3; 3	cuidar; amar; defender; cuidado; resguardar; ayudar; casa; familia; querer; abrazar; amor	43; 9; 5; 4; 4; 3; 3; 3; 3; 2; 2	proteger; cuidar; abogado; escudo; luchar; amor; atacar; familia; fútbol; resguardar; resistir	15; 10; 5; 5; 5; 3; 3; 3; 3; 3; 3
1455	listen	hear	verbs	听	听见	escuchar	oír	luisteren	horen	zuhören	hören	4.2727272727272725	4.230769230769231	5.1	3.775291375291375	5.13333333333333	4.3846153848	hear; ear; sound; music; carefully; quiet; speak; learn; attention; closely; attend; look; pay attention; talk; to me; friend; hard; see; think; understand	67; 21; 13; 11; 10; 10; 8; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	listen; ear; sound; music; see; noise; understand; deaf; me; speak; loud; voice; audio; auditory; bells; heard; here	49; 43; 29; 16; 12; 10; 9; 7; 7; 5; 4; 4; 3; 3; 3; 3; 3	耳朵; 音乐; 说; 声音; 看; 歌; 听力; 听说; 想; 海	15; 14; 10; 9; 9; 7; 6; 4; 4; 4	声音; 耳朵; 看见; 闻到; 听到; 歌声; 秘密; 英语; 音乐	24; 14; 8; 3; 2; 2; 2; 2; 2	Gespräch; Ohr; Aufmerksamkeit; Ohren; lauschen; verstehen; Freunde; Kommunikation; Partner; Verständnis; konzentrieren; reden; Freundschaft; Geschichte; Interesse; Kaffee; Konzentration	7; 7; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2	Musik; sehen; Ohr; riechen; schmecken; laut; Geräusche; zuhören; Geräusch; Ton; reden	27; 18; 17; 9; 7; 6; 4; 4; 3; 3; 3	horen; oor; muziek; aandacht; vrienden; kinderen; praten; zwijgen; aandachtig; belangrijk; geluid; moeilijk; radio; stilte; verhaal; gesprek; ouders	41; 28; 23; 19; 7; 6; 6; 6; 5; 5; 5; 5; 5; 5; 5; 4; 4	oor; luisteren; muziek; zien; geluid; doof; hoorapparaat; lawaai; ruiken; voelen; zwijgen; gesprek; praten	61; 31; 30; 30; 26; 10; 9; 9; 7; 7; 7; 5; 3	oído; oír; atención; atender; música; sentir; entender; empatía; voz; silencio; sonidos; atento; ayudar	37; 14; 10; 10; 10; 7; 5; 4; 4; 3; 3; 2; 2	escuchar; oído; música; atención; sentir; ruido; sonido; sentido; atender	57; 15; 10; 9; 9; 8; 7; 4; 3
1463	leave	go	verbs	离开	走开	salir	ir	verlaten	gaan	verlassen	gehen	4.090909090909091	4.384615384615385	3.4	2.852505827505828	5.28571428571429	3.7384615386	go; depart; exit; vacation; holiday; goodbye; me; take; absence; alone; sad; stay; left; tree; home; out; door; end; leaf; of absence	51; 29; 12; 10; 9; 8; 8; 7; 6; 6; 6; 6; 5; 5; 4; 4; 3; 3; 3; 3	leave; went; stop; move; away; come; travel; fast; forward; home; run; green; start; depart; there; ahead; attend; far; fish; forth	23; 20; 18; 14; 12; 10; 10; 9; 7; 7; 7; 6; 6; 5; 5; 3; 3; 3; 3; 3	分别; 再见; 走; 告别; 家; 开始; 伤心; 房间; 放弃; 死亡; 离别; 关门; 分离; 去世; 启程	8; 7; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	离开; 滚; 滚蛋; 离去; 讨厌; 出去; 别烦我; 走; 远离	11; 6; 4; 4; 4; 3; 3; 3; 3	einsam; gehen; weggehen; alleine; allein; Beziehung; Trauer; traurig; Abschied; weg; beenden	16; 14; 13; 8; 7; 5; 5; 5; 4; 4; 3	laufen; spazieren; rennen; stehen; Spaziergang; funktionieren; langsam; schlendern; schnell; Bewegung; verlassen; wandern	38; 9; 8; 8; 4; 4; 4; 4; 4; 3; 3; 3	alleen; eenzaam; weggaan; verdriet; angst; weg; leeg; achterlaten; afscheid; pijn; scheiding; dood; droevig; huis; desolaat; echtscheiding; eenzaamheid; stil; triestig	42; 30; 27; 12; 10; 10; 8; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	lopen; stappen; wandelen; weg; vertrekken; komen; voeten; weggaan; staan; verlaten; beweging; rijden; afscheid; banaan; bewegen; naar	46; 39; 31; 20; 14; 13; 8; 8; 6; 6; 5; 4; 3; 3; 3; 3	afuera; entrar; irse; ir; pasear; aire; bailar; dejar; huir; noche; puerta; fuera; casa; despejarse; divertirse; abandonar; amigos	12; 12; 11; 9; 8; 6; 5; 5; 5; 5; 5; 4; 3; 3; 3; 2; 2	venir; caminar; lugar; volver; andar; llegar; camino; voy; viajar; moverse; dirigirse; paseo; verbo; avanzar; desplazarse; movimiento; transporte; traslado	15; 11; 9; 8; 7; 7; 6; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3
1477	kill	destroy	verbs	杀	毁灭	matar	destruir	doden	vernietigen	töten	zerstören	3.272727272727273	2.3846153846153846	1.7	2.6441724941724933	3.93333333333333	3.5076923076	murder; die; death; destroy; dead; bill; shoot; crime; end; hurt; maim; joy; time; knife; slaughter; stab; war; evil; harm	52; 16; 14; 13; 12; 11; 7; 6; 6; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3	kill; ruin; annihilate; demolish; fire; obliterate; war; crush; break; bomb; raze; smash; world; wreck; burn; death; decimate; destruct; destruction; explode	20; 16; 12; 11; 8; 8; 8; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	人; 杀人; 刀; 暴力; 死; 杀害; 杀戮; 杀气; 杀破狼; 杀鸡; 三国; 可怕; 女	13; 10; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2	地球; 世界; 末日; 破坏; 世界末日; 死亡; 灾难; 爆炸; 人; 人类; 崩塌	21; 14; 4; 4; 3; 3; 3; 3; 2; 2; 2	Mord; umbringen; Blut; Tod; Messer; krieg; Mörder; ermorden; Waffe; killen; morden; Gewehr	16; 7; 6; 6; 5; 5; 4; 4; 3; 3; 3; 2	Krieg; kaputt; Wut; Gewalt; kaputtmachen; destruktiv; kaputt machen; Haus; Kaputt	12; 10; 7; 4; 4; 3; 3; 2; 2	moord; kerkhof; oorlog; verdriet; pijn; begrafenis; allerheiligen; bloed; graf; slecht; vermoorden; leven; lijken; moordenaar; ongeval; verkeer; slachtoffers; allerzielen; geweer; geweld	23; 17; 14; 11; 10; 8; 7; 6; 6; 6; 6; 5; 5; 5; 5; 5; 4; 3; 3; 3	kapot; oorlog; kapotmaken; stuk; bom; doden; destructie; destructief; verwoesten; doen verdwijnen; wapens; wegdoen; agressie; definitief; geweld; kwaad; ontploffing; papierversnipperaar; pijn; scheuren	39; 21; 13; 13; 9; 7; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	asesinar; asesino; muerte; sangre; crimen; morir; aniquilar; quitar; dolor; arma; homicidio; violencia; asesinato	29; 12; 9; 9; 7; 7; 5; 5; 4; 3; 3; 3; 2	romper; aniquilar; destrozar; construir; acabar; arruinar; desarmar; deshacer; quebrar; dolor; matar; asolar	39; 7; 7; 5; 4; 4; 4; 4; 4; 3; 3; 2
